id	name	gender	born	died	popularity	biography	image
449	Amandla Stenberg	1	1998		14	Amandla Stenberg (born October 23, 1998) is an American teen actor. They are best known for their portrayal of young Cataleya in Colombiana and Rue...	/kgLB6xhhZKqqwn1lnL5YjIv5frS.jpg
450	Regina Hall	1	1970		23	An American actress and comedian. She is best known for her multiple leading roles in Girls Trip (2017), Little (2019) and Shaft (2019). Hall, who...	/ulFjyAmpk8AR3XPE8vwzTfWJ0We.jpg
451	Russell Hornsby	2	1974		14	Russell Hornsby is an American stage and screen actor, best known for his portrayal of Detective Hank Griffin in the television series "Grimm". He...	/lA2XCK2GgwVoboX3NskkKp5rxOF.jpg
452	George Lucas	2	1944		14	George Walton Lucas Jr. (born May 14, 1944) is an American filmmaker and entrepreneur. Lucas is known for creating the Star Wars and Indiana Jones...	/WCSZzWdtPmdRxH9LUCVi2JPCSJ.jpg
453	Luca Guadagnino	2	1971		5	Luca Guadagnino is an Italian film director. He rose to notability with the 2005 film Melissa P., and he is a frequent collaborator with actress...	/lO2GD4s6fRloZLEhsZgBlhJQasE.jpg
454	Timothée Chalamet	2	1995		52	Timothée Hal Chalamet (born December 27, 1995) is an American actor. He made his feature film debut in Jason Reitman's drama Men, Women & Children...	/6Fk1DjtOJ3UckoXi6KtCaiRWPCC.jpg
455	Armie Hammer	2	1986		29	Armand Douglas "Armie" Hammer (born August 28, 1986) is an American actor. After appearing on television and playing the title role in 2008's Billy:...	/dacZbbnheEhejYbkDgz7WhhSBJp.jpg
456	Michael Stuhlbarg	2	1968		18	Michael Stewart Stuhlbarg (/ˈstuːlˌbɑːrɡ/; born July 5, 1968) is an American actor. He rose to prominence as troubled university professor Larry...	/seBk12MUK51aUoYX4OW1itfOpJ6.jpg
457	Bryan Singer	2	1965		5	Bryan Singer (born September 17, 1965) is an American film director and producer. Singer won critical acclaim for his work on The Usual Suspects, and...	/ts06thbCv9Ug2mNpcbcrmLGRL4Q.jpg
458	Gabriel Byrne	2	1950		20	Gabriel James Byrne (born 12 May 1950) is an Irish actor, film director, film producer, screenwriter, cultural ambassador and audiobook narrator. His...	/9r9oDGENg92VYYFMkV4C09IUlrb.jpg
459	Stephen Baldwin	2	1966		22	Stephen Baldwin (born May 12, 1966) is an American actor, director, producer and author. He is best known as the youngest of the Baldwin brothers and...	/34GOuRYIkAcKW8newjrnYeC1QPK.jpg
460	Kevin Spacey	2	1959		17	Kevin Spacey Fowler KBE (born July 26, 1959) is an American actor, producer, and singer. He began his career as a stage actor during the 1980s,...	/dlVRkUYKyZdJ39AN55cY1LoyXAP.jpg
461	Ridley Scott	2	1937		20	Ridley Scott was born on 30th November, 1937, in South Shields, Tyne and Wear, England, the son of Elizabeth and Colonel Francis Percy Scott. He was...	/zABJmN9opmqD4orWl3KSdCaSo7Q.jpg
462	Russell Crowe	2	1964		39	Russell Ira Crowe (born 7 April 1964) is an actor, director, musician, and singer. He was born in New Zealand, spent 10 years of his childhood in...	/mGTtPuwE8OR00tkJGmVLJmt8KpW.jpg
463	Joaquin Phoenix	2	1974		15	Joaquin Rafael Phoenix (born October 28, 1974) is an American actor, producer, and animal rights activist. Known for playing dark and unconventional...	/6xTwQNgaGhsLRMhCAzaBLpF2yYe.jpg
464	Connie Nielsen	1	1965		41	Connie Inge-Lise Nielsen (born 3 July 1965) is a Danish actress. She is known for her roles in the English language films Gladiator, The Devil's...	/lvQypTfeH2Gn2PTbzq6XkT2PLmn.jpg
465	Zhao Ji	2			2		/3SbMsocDUMhh6BMPFen0Mv92fzl.jpg
466	Yang Tianxiang	2	1990		5		/oJj8KXkNMT5Eq8MPvhMzH8pDd7S.jpg
467	He Zhang	2	1988		1		/6ycY9eMeacPtDDCVHReetRzy5s6.jpg
468	Xuan Xiaoming	0			1		
469	Ashley Avis	1	1987		1		
470	Kate Winslet	1	1975		14	Kate Elizabeth Winslet (born 5 October 1975) is an English actress. Known for her work in independent films, particularly period dramas, as well as...	/e3tdop3WhseRnn8KwMVLAV25Ybv.jpg
471	Mackenzie Foy	1	2000		27	Mackenzie Christine Foy (born November 10, 2000) is an American model and actress. She is best known for her role as Renesmee Cullen in the 2012 film...	/6n8yZKJ3YHkm4Ds3zNjJpankHUk.jpg
472	Iain Glen	2	1961		17	Iain Glen (born 24 June 1961) is a Scottish film and stage actor.	/8IC1dwdpK1YPRQAlkaa8bofln1k.jpg
473	Alan Barillaro	2			3		/7GXd8zQUoEWpcD01EaG29oHSwQE.jpg
474	Hugh Jackman	2	1968		28	Hugh Michael Jackman (born 12 October 1968) is an Australian actor. Beginning in theatre and television, he landed his breakthrough role as Wolverine...	/oX6CpXmnXCHLyqsa4NEed1DZAKx.jpg
475	Tom Sizemore	2	1961		14	Tom Sizemore (born November 29, 1961) is an American film and television actor and producer. He is known for his roles in films such as Saving...	/soINOuacuiThRb2LyPD4tTWve7C.jpg
476	Edward Burns	2	1968		15	Edward Fitzgerald Burns (born January 29, 1968) is an American actor, film producer, writer and director.	/i68I0bNcNd9i88cMQYQvKxX3gBr.jpg
477	Haruka Fujita	1			2	Haruka Fujita (藤田 春香) is an animator who works with Kyoto Animation.	/d17kGnlHzGKXA1zOp5PJCaDY0r.jpg
478	Minako Kotobuki	1	1991		6	Minako Kotobuki (寿 美菜子 Kotobuki Minako, born September 17, 1991) is a Japanese actress, voice actress and singer. She is best known for her role as...	/puocmMfvql6X1AvhFTolaV6Vh2r.jpg
479	Guy Pearce	2	1967		40	Guy Edward Pearce (born 5 October 1967) is an English-born Australian actor and musician, known for his roles as Leonard Shelby in Christopher...	/vTqk6Nh3WgqPubkS23eOlMAwmwa.jpg
480	Carrie-Anne Moss	1	1967		31	Carrie-Anne Moss (born August 21, 1967) is a Canadian actress. After early roles on television, she rose to international prominence for her role of...	/xD4jTA3KmVp5Rq3aHcymL9DUGjD.jpg
481	Joe Pantoliano	2	1951		15	An American film and television actor. He played the character of Ralph Cifaretto on The Sopranos, Bob Keane in La Bamba, Cypher in The Matrix, Teddy...	/cXMOad9KKVBK1lg8EjEbcNPn1OT.jpg
482	Tate Taylor	2	1969		8	Tate Taylor is an American filmmaker and actor. A frequent collaborator with his friends and prolific character actresses Allison Janney and Octavia...	/zJaLbNHLoQMhCAeJhn1J1B0xrup.jpg
483	Emma Stone	1	1988		51	Emily Jean "Emma" Stone is an American actress. The recipient of numerous accolades, including an Academy Award and a Golden Globe Award, she was the...	/fskoy9QygLcqqlP0omG2Zm60PBS.jpg
484	Viola Davis	1	1965		30	Viola Davis (born August 11, 1965) is an American actress. Known primarily as a stage actress, Davis won a Tony Award for Best Performance by a...	/bkrRMBXxqR4v3Zeygivfyi6VIfF.jpg
485	Octavia Spencer	1	1972		21	Octavia Lenora Spencer is an American actress, author, and producer. She is the recipient of several accolades, including an Academy Award, a British...	/35SOy4yQZ9xRSJ0q1L5RLhXfhqN.jpg
486	Susana Garcia	1			1		
487	Paulo Gustavo	2	1978	2021	4	Paulo Gustavo was a Brazilian actor, comedian, director, screenwriter, and presenter. He is most known for his monologue Minha Mãe é uma Peça, which,...	/pBpbfY5txgET6mJB6cukhQCNnPA.jpg
488	Rodrigo Pandolfo	2	1984		1		/al9zNj7pf7ftNzfyWLE5CClTC7S.jpg
489	Mariana Xavier	1	1980		1		/uZDH0zOfjW83I0q9kMU9Nm1kEr4.jpg
490	Lilly Wachowski	1	1967		10	Lilly Wachowski (born December 29, 1967) is known as one of the Wachowski sisters — a directing, writing and producing duo most famous for creating...	/afRagUzIMpmaA3EyKtfsY5xA9TK.jpg
491	Keanu Reeves	2	1964		52	Keanu Charles Reeves is a Canadian actor. Reeves is known for his roles in Bill & Ted's Excellent Adventure, Speed, Point Break, and The Matrix...	/4D0PpNI0kmP58hgrwGC3wCjxhnm.jpg
492	Laurence Fishburne	2	1961		25	Laurence John Fishburne III (born July 30, 1961) is an American actor and producer. He has been critically hailed for his forceful, militant, and...	/8suOhUmPbfKqDQ17jQ1Gy0mI3P4.jpg
493	Mel Gibson	2	1956		36	Mel Columcille Gerard Gibson (born January 3, 1956) is an actor, film director, producer and screenwriter. Born in Peekskill, New York, Gibson moved...	/CiAtK8oqGiSpeTCRsEUJEHI2dh.jpg
494	Andrew Garfield	2	1983		81	Andrew Russell Garfield (born 20 August 1983) is an English and American actor. An alumnus of the Royal Central School of Speech and Drama, he has...	/h0A3pzHaNTVRD7xNfabuoyadJba.jpg
495	Sam Worthington	2	1976		30	An Australian actor, best known for the portrayals of Jake Sully in Avatar, Marcus Wright in Terminator Salvation and Perseus in Clash of the Titans...	/blKKsHlJIL9PmUQZB8f3YmMBW5Y.jpg
496	Vince Vaughn	2	1970		37	An American film actor, screenwriter, producer and comedian. He began acting in the late 1980s, appearing in minor television roles before...	/A9fJ88dfXZGpgFTnQIK0bOtjMrj.jpg
497	Nadine Labaki	1	1974		9	Nadine Labaki (born February 18, 1974) is a Lebanese actress and director. She is one of the well known directors in the Arabic music video industry....	/xfl6idMSJWNU2w7BAGowoamivor.jpg
498	Zain Al Rafeea	2	2004		4		/b9ZlPHX1KNjy1FeQ1SBAl3lvd8E.jpg
499	Yordanos Shifera	1			1		/kQUcANAYcpg98zyargFHqv17hhr.jpg
500	Boluwatife Treasure Bankole	2			2		/790MeyflzEn6DG5wPcsduXbS1Re.jpg
501	Pete Docter	2	1968		18	Peter Hans "Pete" Docter is an American film director, animator, and screenwriter from Bloomington, Minnesota. He is best known for directing the...	/rrAW10FlcOjqMllSwNBrFjfUT4k.jpg
502	Jamie Foxx	2	1967		30	Eric Marlon Bishop (born December 13, 1967), professionally known as Jamie Foxx, is an American actor, singer-songwriter, stand-up comedian, and talk...	/oZa2WXbsXRfJp7eI2oorREAaDrd.jpg
503	Tina Fey	1	1970		11	Elizabeth Stamatina "Tina" Fey (born May 18, 1970) is an American actress, comedian, writer and producer, known for her work on the NBC sketch comedy...	/yPTAi1iucXf85UpiFPtyiTSM6do.jpg
504	Graham Norton	2	1963		3	Graham William Walker (born 4 April 1963), better known by his stage name Graham Norton, is an Irish television and radio presenter, comedian, and...	/zndDiPrNXtbxGLVhFhSlpCkaHIH.jpg
505	Albert Brooks	2	1947		15	Albert Lawrence Brooks (born Albert Lawrence Einstein; July 22, 1947) is an American actor, voice actor, writer, comedian and director. He received...	/8iDSGu5l93N7benjf6b3AysBore.jpg
506	Stephen Chbosky	2	1970		4	Stephen Chbosky (born January 25, 1970) is an American novelist, screenwriter, and film director best-known for writing The New York Times...	/9PdTBjn8dJqfn3ygKvsCdl9G06J.jpg
507	Jacob Tremblay	2	2006		37	Jacob Tremblay (born October 5, 2006) is a Canadian actor. He starred as Jack Newsome in Room (2015), for which he won the Critics' Choice Movie...	/oNLhzkZXNw1RNihne9P5q57cRcd.jpg
508	Owen Wilson	2	1968		64	Owen Cunningham Wilson (born November 18, 1968) is an American actor. He has had a long association with filmmaker Wes Anderson with whom he shared...	/op8sGD20k3EQZLR92XtaHoIbW0o.jpg
509	Julia Roberts	1	1967		36	Julia Fiona Roberts (born October 28, 1967) is an American actress and producer. She established herself as a leading lady in Hollywood after...	/AhQMyQ10kz5g8Y3Fp54GPhgDxQS.jpg
510	Stanley Donen	2	1924	2019	2	Stanley Donen (April 13, 1924-February 23, 2019) was an American film director and choreographer hailed by David Quinlan as "the King of the...	/ds7TffqzWhnW9kndY1hnOajkpEA.jpg
511	Gene Kelly	2	1912	1996	9	Eugene Curran Kelly (August 23, 1912 – February 2, 1996) was an American actor, dancer, singer, filmmaker, and choreographer. He was known for his...	/zhVIiUrWtlT4NNT7WCXma1mFD88.jpg
512	Donald O'Connor	2	1925	2003	11	Donald O’Connor (August 28, 1925 - September 27, 2003) was an American dancer, singer, and actor who came to fame in a series of movies in which he...	/sV7Dx16wcajPsxJItmW5dX4axoW.jpg
513	Debbie Reynolds	1	1932	2016	5	Mary Frances "Debbie" Reynolds (April 1, 1932 – December 28, 2016) was an American actress, singer, businesswoman, film historian, and humanitarian....	/z5naigs3CDthHEX7qrfHnAsAEYO.jpg
514	Lorene Scafaria	1	1978		10	Lorene Scafaria (born May 1, 1978) is an American screenwriter, playwright, actress, singer, and film director. She is best known for her work on the...	/uToUw9I39wMiBWkCdcYO6gnz4S8.jpg
515	Fritz Lang	2	1890	1976	9	Friedrich Christian Anton "Fritz" Lang (December 5, 1890 – August 2, 1976) was an Austrian-American filmmaker, screenwriter, and occasional film...	/9YT60DvkqsSPxoS4b8ezIv76ses.jpg
516	Gustav Fröhlich	2	1902	1987	2	From Wikipedia, the free encyclopedia	/kqUdWJcrdDIbTi8YvLtok5EmYxQ.jpg
517	Brigitte Helm	1	1906	1996	8	Brigitte Helm (17 March 1906 – 11 June 1996) was a German actress, best-remembered for her dual role as Maria and her double, the Maschinenmensch, in...	/a7mwxoeF34BCxmteoHQSB1ENth0.jpg
518	Alfred Abel	2	1879	1937	1	From Wikipedia, the free encyclopedia	/elRbE3CTs41tFKjP05uGVXt4Bxt.jpg
519	Peggy Holmes	1			5	Peggy Holmes is an American choreographer, dancer, screenwriter, and film director. Her full-length directorial debut was on 2008's The Little...	/HK8r5NFRXTd5PAUM0qY92dBvj0.jpg
520	Eva Noblezada	1	1996		20	Eva Maria Noblezada is an American actress and singer of Filipino and Mexican descent, most known for her work on the Broadway stage.	/70MN7sFDDGdCczZ4sTgiV6W7CrL.jpg
521	Simon Pegg	2	1970		22	Simon John Pegg (born 14 February 1970) is an English actor, comedian, screenwriter, and producer. He came to public prominence in the UK as the...	/nOWKXxgADG98RjKyfQ7oSDfns6J.jpg
522	Jane Fonda	1	1937		13	Jane Seymour Fonda (born December 21, 1937) is an American actress, activist, and former fashion model. She is the recipient of various accolades...	/5Yb3nmRWXXZAxNhfhEuOMdfyVNN.jpg
523	Todd Phillips	2	1970		17	American screenwriter and film director Todd Phillips made his first while a junior at NYU and it went on to become one of the biggest grossing...	/A6FPht87DiqXzp456WjakLi2AtP.jpg
524	Zazie Beetz	1	1991		44	Zazie Olivia Beetz (born June 1, 1991) is a German-American actress. She stars in the FX comedy-drama series Atlanta (2016–present), for which she...	/ijrT4pvALvxU0gphea4YxDnDh6e.jpg
525	Erland Josephson	2	1923	2012	4	From Wikipedia, the free encyclopedia.	/dopG1nAzyT23DMAPyPoUuwbZs4a.jpg
526	Yōko Tsukasa	1	1934		3	Yōko Tsukasa is a Japanese actress. She won the award for best actress at the 17th Blue Ribbon Awards for Kinokawa.	/cEF3udfW1Miuo4f3wUiFejVukRC.jpg
527	Natalie Nourigat	1			1		/9qiqAtTsHd0Irz7GFgUP2m8GVcB.jpg
528	Michael Curtiz	2	1886	1962	10	Michael Curtiz (December 24, 1886 — April 10, 1962), born Manó Kaminer, was a Hungarian-American film director. He had early credits as Mihály...	/qRKA4eYY5Jhu1FaDsh4IUAg264f.jpg
529	Humphrey Bogart	2	1899	1957	11	Humphrey DeForest Bogart (December 25, 1899 – January 14, 1957) was an American actor. He is widely regarded as a cultural icon. The American Film...	/dXGs7F5ezehcofe6j7Kz7wIhmV6.jpg
530	Ingrid Bergman	1	1915	1982	13	Ingrid Bergman (29 August 1915 – 29 August 1982) was a Swedish actress who starred in a variety of European and American films. She won three Academy...	/x6LOGUWNHH3pRO8gOup68xPJL46.jpg
531	Paul Henreid	2	1908	1992	10	Paul Henreid (January  10, 1908 – March 29, 1992) was an Austrian actor and film director, best known for his role in Casablanca.	/1Y04k5ItlDiN1xyghhFHhhGBSOD.jpg
532	Joseph L. Mankiewicz	2	1909	1993	3	Joseph Leo Mankiewicz was an American film director, screenwriter, and producer. Mankiewicz had a long Hollywood career and is best known as the...	/1zqHOZQlevCE2ld15qUt24Nxr7u.jpg
533	Bette Davis	1	1908	1989	11	Ruth Elizabeth "Bette" Davis (April 5, 1908 – October 6, 1989) was an American actress of film, television and theater. Noted for her willingness to...	/h8JJeSEB7jc6Ce33Lh7XDQfXaVr.jpg
534	Anne Baxter	1	1923	1985	16	From Wikipedia, the free encyclopedia	/mUMKB7ZGzHJ38LpDWnA4VheIGBB.jpg
535	George Sanders	2	1906	1972	7	George Henry Sanders (3 July 1906 – 25 April 1972) was a British film and television actor, singer-songwriter, music composer, and author. His career...	/5tzdY4lCnfbLZU8Wblp5xfjn10B.jpg
536	Brian De Palma	2	1940		11	Brian Russell De Palma is an American film director and writer. In a career spanning over 40 years, he is probably best known for his suspense and...	/57sJhqM6Sp6WKL3nkA89yZg83bv.jpg
537	Steven Bauer	2	1956		22	Steven Bauer (born December 2, 1956) is a Cuban-American actor. He is known for his role as Manny Ribera in the 1983 film Scarface, and his role on...	/wWIgfXMRyGFKBWhV9yc8CObNqfh.jpg
538	Michelle Pfeiffer	1	1958		37	Michelle Marie Pfeiffer (born April 29, 1958) is an American actress and producer. She has received many accolades, including a Golden Globe Award,...	/oGUmQBU87QXAsnaGleYaAjAXSlj.jpg
539	Ericson Core	2			1	Ericson Core is an American film director and cinematographer, best known for directing the 2006 sports film Invincible and the 2015 film Point...	/pmxQ9fYWWF51cJcTHup95qtGoWQ.jpg
540	Willem Dafoe	2	1955		44	William James "Willem" Dafoe (born July 22, 1955) is an American actor. He is the recipient of various accolades, including the Volpi Cup for Best...	/ui8e4sgZAwMPi3hzEO53jyBJF9B.jpg
541	Julianne Nicholson	1	1971		10	Julianne Nicholson (born July 1, 1971) is an American actress. She is known for having played Megan Wheeler on Law & Order: Criminal Intent.	/2RJ30pPSQQxteuoMjhN1FWTwxlZ.jpg
542	Christopher Heyerdahl	2	1963		11	Christopher Heyerdahl is a Canadian actor who has had roles in many prominent television shows and movies. He is 6 ft 4 in (1.93 m) tall.	/pTPZa3TFIkxRbqM5adXYE51a99s.jpg
543	Florian Zeller	2	1979		3	Florian Zeller is a French novelist, playwright and director. He won the prestigious Prix Interallié in 2004 for his novel La Fascination du pire...	/e2koSVDhNPlENZ7zRZq2eyC3A7y.jpg
544	Olivia Colman	1	1974		13	Olivia Colman was born on January 30, 1974 in Norwich, Norfolk, England as Sarah Caroline Olivia Colman. She is an actress and producer, known for...	/1KTXGJaqWRnsoA6qeaUa7U2zkHL.jpg
545	Mark Gatiss	2	1966		8	Mark Gatiss is an English actor, comedian, screenwriter and novelist. He is known as a member of the comedy team The League of Gentlemen alongside...	/rdinP6RQwKBab7BawJDBzF1I7Qz.jpg
546	Can Ulkay	2	1964		2		/37ZlEKDZUrYcysyHTD6YMee5EvI.jpg
547	İsmail Hacıoğlu	2	1985		3	​İsmail Hacıoğlu (d. 1985, İstanbul) Türk sinema ve televizyon oyuncusu. Müjdat Gezen Sanat Merkezi Tiyatro Bölümü ve Mimar Sinan Üniversitesi Devlet...	/8g51lHAupQYaebAjH4ZBFWN97LY.jpg
548	Kim Seol	1			7		/vdhHyntSe2WCfVJhefol6rFLj6g.jpg
549	Ali Atay	2	1976		13	Dursun Ali Atay (born 20 April 1976) is a Turkish actor, musician and director. He graduated theatre department of Mimar Sinan Fine Arts University....	/b5pcYB9Rg2ZXbl22TnoFxyTDJNj.jpg
550	Mario Monicelli	2	1915	2010	2	From Wikipedia, the free encyclopedia	/rNa6Y3aCqQ0rVnQpr1JUfyPNPUV.jpg
551	Ugo Tognazzi	2	1922	1990	2	​From Wikipedia, the free encyclopedia.  	/sg1hqzAIRKhXMSe32rKFodXbAUW.jpg
552	Gastone Moschin	2	1929	2017	8	Italian stage, television and film actor perhaps best known for playing Don Fanucci in THE GODFATHER: PART II (1974). From 1970 until his death, he...	/dU58seqJs1NDkNodjwCbGZg3nqT.jpg
553	Anita Ekberg	1	1931	2015	13	From Wikipedia, the free encyclopedia.	/865fzmRHqj0S9zzmKNNWY1fWbcb.jpg
554	Matt Damon	2	1970		43	Matthew Paige Damon (born October 8, 1970) is an American actor, film producer, and screenwriter. Ranked among Forbes' most bankable stars, the films...	/At3JgvaNeEN4Z4ESKlhhes85Xo3.jpg
555	Guy Ritchie	2	1968		32	Guy Stuart Ritchie (born 10 September 1968) is an English film director, producer, writer, and businessman.	/9pLUnjMgIEWXi0mlHYzie9cKUTD.jpg
556	Jason Flemyng	2	1966		16	Jason Iain Flemyng (born 25 September 1966) is an English actor. He is known for his film work, which has included roles in British films such as...	/6E5KfjDwm00jIfN3LNLL9jZAvx3.jpg
557	Dexter Fletcher	2	1966		15	Dexter Fletcher (born 31 January 1966) is an English actor and director. He has appeared in Guy Ritchie's Lock, Stock and Two Smoking Barrels and the...	/yRI8MDB5sg8b8EZkzFz5cCBrnKL.jpg
558	Nick Moran	2	1969		10	Nicholas James "Nick" Moran is an English actor, writer, producer and director, best known for his role as Eddy the card shark in Lock, Stock, and...	/kfWebCAm72JBZLXcNbA2Myr950E.jpg
559	Buster Keaton	2	1895	1966	10	Buster Keaton (4th October 1895 - 1st February 1966) was an American comic actor, filmmaker, producer and writer. He was best known for his silent...	/kEybBFkO5AX83o3WKyNDfuvfVrn.jpg
560	Kathryn McGuire	1	1903	1978	5	From Wikipedia, the free encyclopedia	/eKrVqNK3JbZs1I71pCVPA9vVkS6.jpg
561	Joe Keaton	2	1867	1946	3		/jCPa5FUv7izUmOekWPPd5bQJ8kh.jpg
562	Walter Salles	2	1956		4	Walter Moreira Salles, Jr. (born April 12, 1956) is a Brazilian filmmaker and film producer of international prominence.	/k3XHgm0f9nJK3ugilBqlm0tHfsw.jpg
563	Fernanda Montenegro	1	1929		5	Fernanda Montenegro (born Arlete Pinheiro Esteves da Silva; October 16, 1929) is a Brazilian stage, television and film actress, mostly recognized...	/bja0rn1BjAnA5Z5VbEvL2apvMT5.jpg
564	Vinícius de Oliveira	2	1985		2	Vinícius de Oliveira (born July 18, 1985) is a Brazilian actor. He was born in Rio de Janeiro. He lived in Bonsucesso, Rio de Janeiro with his...	/eDMbfBmAZoT24vTbv0ecpC2MRnH.jpg
565	Marília Pêra	1	1943	2015	3	Marília Pêra was a Brazilian actress hailed as "one of the decade's [1980s] ten best actresses" by Pauline Kael. Pêra won the National Society of...	/9gxyrjoTlBPjEp6SnISeFU4hVMs.jpg
566	Machiko Kyō	1	1924	2019	7	Machiko Kyō (Japanese: 京 マチ子 Hepburn: Kyō Machiko, March 25, 1924 – May 12, 2019) was a Japanese actress whose film work occurred primarily during...	/24tQVUgGN4s6rp1P9qlnT74RSJI.jpg
567	Ivan Lapikov	0	1922	1993	1		/neIQgfxYvSl2ZBzXfKgV8BqyWeq.jpg
568	Barbara Stanwyck	1	1907	1990	13	Barbara Stanwyck (July 16, 1907 – January 20, 1990) was an American actress. A film and television star, she was known during her 60-year career as a...	/y9BX4FNoFBjP2HPcs8rlzqXjJbu.jpg
569	Edward G. Robinson	2	1893	1973	7	Edward G. Robinson (born Emanuel Goldenberg; December 12, 1893 – January 26, 1973) was a Romanian-born American actor. Although he played a wide...	/UkZdBmDs7Qw8caX7PlF1Spk8kR.jpg
570	Harvey Keitel	2	1939		16	An American actor. Some of his more notable starring roles were in Martin Scorsese's Mean Streets and Taxi Driver, Ridley Scott's The Duellists and...	/c1KlwOAlnFhBWfcPIvA6hmrElb6.jpg
571	Michael Madsen	2	1957		16	An American actor, poet, and photographer. He has starred in central roles in such films as Reservoir Dogs, Free Willy, Donnie Brasco, and Kill Bill,...	/AnQm8pXVbMicr4U0IRsOascthVI.jpg
572	Alberto Sordi	2	1920	2003	3	Alberto Sordi (15 June 1920 – 25 February 2003) was an Italian actor. He was also a film director and the dubbing voice of Oliver Hardy in the...	/rJhtlCbXFizYE6yW4GmJND45MX7.jpg
573	Silvana Mangano	1	1930	1989	7	From Wikipedia, the free encyclopedia.  Silvana Mangano (21 April 1930  – 16 December 1989)  was an Italian actress.	/wS40j2uCvA0LenVP8MEhitetnfA.jpg
574	Matthew Modine	2	1959		22	Matthew Avery Modine (born March 22, 1959) is an award-winning American actor. His film roles include Private Joker in Stanley Kubrick's Full Metal...	/z974QEHL12qUvLyk6hlWGAmDgom.jpg
575	Adam Baldwin	2	1962		15	Appearing in dozens of films since 1980, Baldwin rose to prominence as the troubled outcast Ricky Linderman in My Bodyguard (1980) and moved on to...	/w5f3i7H8wMzHvzYfezIVN521N7Q.jpg
576	Vincent D'Onofrio	2	1959		31	Vincent D'Onofrio (born June 30, 1959) is an American actor, film producer, and singer.	/qkyiLolEqYMGH25xD4sFIXAjZQB.jpg
577	Gus Van Sant	2	1952		6	Gus Green Van Sant, Jr. (born July 24, 1952) is an American director, screenwriter, painter, photographer, musician, and author. He was nominated for...	/kICHgrSh4eiICjz8piy9fTXIgph.jpg
578	Gianluca Leuzzi	2			1		
579	Sofia Scalia	1	1997		1		/9kalg3lWQoYV9hCXeXyi0C3FvIv.jpg
580	Luigi Calagna	2	1992		1		/9JFtQGfnac7lkt5e0rVpRP237dN.jpg
581	Antonella Carone	1			2		/9w7ektL7qbPZGn4BkkResnW7AGC.jpg
582	Ilya Naishuller	2	1983		6	Russian film director, film actor, producer, screenwriter and frontman of the indie rock band Biting Elbows. Father is an oligarch - Viktor...	/gvBwViahAMgKrrXi5RX69JZ60dY.jpg
583	Bob Odenkirk	2	1962		41	Robert "Bob" Odenkirk (born October 22, 1962) is an American actor, comedian, writer, director and producer. He is best known as the co-creator and...	/rF0Lb6SBhGSTvjRffmlKRSeI3jE.jpg
584	Craig Gillespie	2	1967		3	​Craig Gillespie is an Australian film director best known for directing the 2007 film Lars and the Real Girl the Golden Globe winning film I, Tonya.	/pVHspL9QWsXCm3t3VXEaCJ9y8Zz.jpg
585	Emma Thompson	1	1959		24	Emma Thompson (born 15 April 1959) is a British actress, comedian and screenwriter. Her first major film role was in the 1989 romantic comedy The...	/xr8Ki3CIqweWWqS5q0kUYdiK6oQ.jpg
586	Joel Fry	2	1983		21	Joel Fry is a British actor. He appears in a number of television series in the United Kingdom, particularly sitcoms such as White Van Man, Trollied...	/4nEKEWJpaTHncCTv6zeP98V0qGI.jpg
587	Peter Sellers	2	1925	1980	5	Richard Henry Sellers, CBE (8 September 1925 – 24 July 1980), known as Peter Sellers, was a British comedian and actor best known as Chief Inspector...	/k68WsOAixUuzaTCLFLy5JsODdKL.jpg
588	George C. Scott	2	1927	1999	9	George Campbell Scott (October 18, 1927 – September 22, 1999) was an American actor, director and producer. He was best known for his stage work, as...	/1dL9hx7nC0cACIVpp6xS1jqJJN7.jpg
589	Sterling Hayden	2	1916	1986	14	Sterling Walter Hayden, born Sterling Relyea Walter, was an American actor and author. He didn't really harbor any aspirations of being an actor,...	/j1ExJbuBqBa6WEhPVW4J7YGFBWs.jpg
590	Victor Sjöström	2	1879	1960	3	Victor David Sjöström (20 September 1879 – 3 January 1960), sometimes known in the United States as Victor Seastrom, was a pioneering Swedish film...	/iGtT2mbmLt80YPk9lXJRSyxaEKW.jpg
591	Ingrid Thulin	1	1926	2004	10	Ingrid Lilian Thulin (Swedish pronunciation: [ˈɪŋːrɪd tɵˈliːn]; 27 January 1926 – 7 January 2004) was a Swedish film actress.	/l7Yi6570rbBLJhED1yDM1vhF8h7.jpg
592	Pepe Bojórquez	0			1		/hTQfailJNpE6tJ7KQhnRx3M6Za7.jpg
593	Omar Chaparro	2	1974		6		/eucXVp57mAsea5t3oJFD3KPpqKq.jpg
594	Ana Claudia Talancón	1	1980		16	​From Wikipedia, the free encyclopedia.            Ana Claudia Talancon was born on May 1st, 1980 in Cancun, Mexico. Her first performance was in her...	/es8No01z8G0MFX2KeiAa2ouRfCD.jpg
595	Stephanie Cayo	1	1988		11	Stephanie Cristina Cayo Sanguinetti (born April 8, 1988) is a Peruvian actress, singer and songwriter.	/33AqLgvcW7nZg3v0Mm1IuD3OcTP.jpg
596	Tony Curtis	2	1925	2010	6	Tony Curtis (June 3, 1925 – September 29, 2010) was an American film actor whose career spanned six decades, but had his greatest popularity during...	/4aSmN9M4BbFJbNaMSnjGJHffehQ.jpg
